Year,Semester,College,Department,Course,Title,Total Grades,"D, F, W Grades",% DFW
2016,Fall,CALS,A B E,102X,LEARNING COMMUNITIE,74,2,3
2017,Fall,CALS,A B E,102X,LEARNING COMMUNITIE,79,4,5
2015,Spring,CALS,A B E,110,EXPERNC AG&BIO ENGR,96,2,2
2016,Spring,CALS,A B E,110,EXPERNC AG&BIO ENGR,130,0,0
2017,Spring,CALS,A B E,110,EXPERNC AG&BIO ENGR,101,2,2
2018,Spring,CALS,A B E,110,EXPERNC AG&BIO ENGR,105,5,5
2014,Fall,CALS,A B E,160,SYST PROB SOLV&PROG,40,5,13
2015,Fall,CALS,A B E,160,SYST PROB SOLV&PROG,76,8,11
2015,Spring,CALS,A B E,160,SYST PROB SOLV&PROG,47,9,19
2016,Fall,CALS,A B E,160,SYST PROB SOLV&PROG,50,9,18
2016,Spring,CALS,A B E,160,SYST PROB SOLV&PROG,47,5,11
2017,Fall,CALS,A B E,160,SYST PROB SOLV&PROG,55,9,16
2017,Spring,CALS,A B E,160,SYST PROB SOLV&PROG,45,7,16
2018,Spring,CALS,A B E,160,SYST PROB SOLV&PROG,44,9,20
2014,Fall,CALS,A B E,170,ENG GRPHC&INTRO DSN,67,3,4
2015,Fall,CALS,A B E,170,ENG GRPHC&INTRO DSN,82,7,9
2015,Spring,CALS,A B E,170,ENG GRPHC&INTRO DSN,33,1,3
2016,Fall,CALS,A B E,170,ENG GRPHC&INTRO DSN,70,1,1
2016,Spring,CALS,A B E,170,ENG GRPHC&INTRO DSN,42,0,0
2017,Fall,CALS,A B E,170,ENG GRPHC&INTRO DSN,65,2,3
2017,Spring,CALS,A B E,170,ENG GRPHC&INTRO DSN,38,3,8
2018,Spring,CALS,A B E,170,ENG GRPHC&INTRO DSN,32,4,13
2014,Fall,CALS,A B E,201,SMNR:PREP FOR WRKPL,18,1,6
2015,Fall,CALS,A B E,201,SMNR:PREP FOR WRKPL,9,0,0
2015,Spring,CALS,A B E,201,SMNR:PREP FOR WRKPL,38,1,3
2016,Fall,CALS,A B E,201,SMNR:PREP FOR WRKPL,15,0,0
2016,Spring,CALS,A B E,201,SMNR:PREP FOR WRKPL,63,2,3
2017,Fall,CALS,A B E,201,SMNR:PREP FOR WRKPL,12,0,0
2017,Spring,CALS,A B E,201,SMNR:PREP FOR WRKPL,79,0,0
2018,Spring,CALS,A B E,201,SMNR:PREP FOR WRKPL,53,0,0
2014,Fall,CALS,A B E,216,FND AG &BIOSYS ENGR,55,5,9
2015,Fall,CALS,A B E,216,FND AG &BIOSYS ENGR,82,14,17
2016,Fall,CALS,A B E,216,FND AG &BIOSYS ENGR,113,15,13
2017,Fall,CALS,A B E,216,FND AG &BIOSYS ENGR,86,13,15
2015,Spring,CALS,A B E,218,PROJ MGT&DESIGN ABE,43,0,0
2016,Spring,CALS,A B E,218,PROJ MGT&DESIGN ABE,68,0,0
2017,Spring,CALS,A B E,218,PROJ MGT&DESIGN ABE,89,0,0
2018,Spring,CALS,A B E,218,PROJ MGT&DESIGN ABE,63,0,0
2014,Fall,CALS,A B E,271,PARAM SLD MODEL ENG,21,1,5
2015,Fall,CALS,A B E,271,PARAM SLD MODEL ENG,16,2,13
2015,Spring,CALS,A B E,271,PARAM SLD MODEL ENG,21,6,29
2016,Fall,CALS,A B E,271,PARAM SLD MODEL ENG,31,8,26
2016,Spring,CALS,A B E,271,PARAM SLD MODEL ENG,28,2,7
2017,Fall,CALS,A B E,271,PARAM SLD MODEL ENG,38,2,5
2017,Spring,CALS,A B E,271,PARAM SLD MODEL ENG,24,3,13
2018,Spring,CALS,A B E,271,PARAM SLD MODEL ENG,39,1,3
2014,Fall,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,21,4,19
2015,Fall,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,13,5,38
2015,Spring,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,27,6,22
2016,Fall,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,31,4,13
2016,Spring,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,26,2,8
2017,Fall,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,38,4,11
2017,Spring,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,27,4,15
2018,Spring,CALS,A B E,272,PRO/ENG MOD&ASSEMBL,37,4,11
2016,Spring,CALS,A B E,273,CAD FACILT&LAND USE,13,1,8
2017,Fall,CALS,A B E,273,CAD FACILT&LAND USE,32,3,9
2017,Spring,CALS,A B E,273,CAD FACILT&LAND USE,23,0,0
2018,Spring,CALS,A B E,273,CAD FACILT&LAND USE,38,3,8
2015,Spring,CALS,A B E,273X,CAD FACILT&LAND USE,15,1,7
2014,Fall,CALS,A B E,316,APPLD NUMRCL METHDS,63,3,5
2015,Fall,CALS,A B E,316,APPLD NUMRCL METHDS,32,1,3
2016,Fall,CALS,A B E,316,APPLD NUMRCL METHDS,41,0,0
2016,Spring,CALS,A B E,316,APPLD NUMRCL METHDS,18,3,17
2017,Fall,CALS,A B E,316,APPLD NUMRCL METHDS,51,3,6
2017,Spring,CALS,A B E,316,APPLD NUMRCL METHDS,21,0,0
2018,Spring,CALS,A B E,316,APPLD NUMRCL METHDS,29,1,3
2014,Fall,CALS,A B E,325,BIORENEWABLE SYSTMS,22,1,5
2015,Fall,CALS,A B E,325,BIORENEWABLE SYSTMS,24,0,0
2016,Fall,CALS,A B E,325,BIORENEWABLE SYSTMS,19,1,5
2017,Fall,CALS,A B E,325,BIORENEWABLE SYSTMS,23,1,4
2014,Fall,CALS,A B E,340,ANALY&DS FIELD MACH,36,1,3
2015,Fall,CALS,A B E,340,ANALY&DS FIELD MACH,23,0,0
2016,Fall,CALS,A B E,340,ANALY&DS FIELD MACH,31,0,0
2017,Fall,CALS,A B E,340,ANALY&DS FIELD MACH,31,0,0
2015,Spring,CALS,A B E,342,AGRI TRACTOR POWER,38,0,0
2016,Spring,CALS,A B E,342,AGRI TRACTOR POWER,37,0,0
2017,Spring,CALS,A B E,342,AGRI TRACTOR POWER,36,0,0
2018,Spring,CALS,A B E,342,AGRI TRACTOR POWER,46,0,0
2014,Fall,CALS,A B E,363,ELEC POWR&ELECTRONC,66,3,5
2015,Fall,CALS,A B E,363,ELEC POWR&ELECTRONC,38,0,0
2016,Fall,CALS,A B E,363,ELEC POWR&ELECTRONC,51,1,2
2017,Fall,CALS,A B E,363,ELEC POWR&ELECTRONC,56,2,4
2017,Spring,CALS,A B E,363,ELEC POWR&ELECTRONC,18,0,0
2018,Spring,CALS,A B E,363,ELEC POWR&ELECTRONC,29,2,7
2015,Spring,CALS,A B E,380,PRIN BIOL SYS ENGNR,16,1,6
2016,Spring,CALS,A B E,380,PRIN BIOL SYS ENGNR,24,0,0
2017,Spring,CALS,A B E,380,PRIN BIOL SYS ENGNR,20,0,0
2018,Spring,CALS,A B E,380,PRIN BIOL SYS ENGNR,32,0,0
2014,Fall,CALS,A B E,388,SUSTNBL E&INT'L DEV,4,0,0
2015,Fall,CALS,A B E,388,SUSTNBL E&INT'L DEV,9,0,0
2016,Fall,CALS,A B E,388,SUSTNBL E&INT'L DEV,7,0,0
2017,Fall,CALS,A B E,388,SUSTNBL E&INT'L DEV,9,1,11
2015,Spring,CALS,A B E,403,MODEL&CNTRLS AG SYS,14,5,36
2017,Spring,CALS,A B E,403,MODEL&CNTRLS AG SYS,5,1,20
2014,Fall,CALS,A B E,404,A B E INSTRUMENTATN,37,2,5
2015,Fall,CALS,A B E,404,A B E INSTRUMENTATN,52,0,0
2016,Fall,CALS,A B E,404,A B E INSTRUMENTATN,39,1,3
2017,Fall,CALS,A B E,404,A B E INSTRUMENTATN,61,2,3
2014,Fall,CALS,A B E,408,GIS &NAT RESRCE MGT,6,0,0
2015,Spring,CALS,A B E,410,ELE SYS INTEGRAT AG,15,1,7
2017,Spring,CALS,A B E,410,ELE SYS INTEGRAT AG,6,0,0
2018,Spring,CALS,A B E,410,ELE SYS INTEGRAT AG,15,1,7
2014,Fall,CALS,A B E,413,FLUID POWER ENGR,28,2,7
2015,Fall,CALS,A B E,413,FLUID POWER ENGR,31,1,3
2016,Fall,CALS,A B E,413,FLUID POWER ENGR,21,0,0
2017,Fall,CALS,A B E,413,FLUID POWER ENGR,30,1,3
2014,Fall,CALS,A B E,415,AG&BIOSY ENGR DSN I,31,0,0
2015,Fall,CALS,A B E,415,AG&BIOSY ENGR DSN I,37,0,0
2015,Spring,CALS,A B E,415,AG&BIOSY ENGR DSN I,18,0,0
2016,Fall,CALS,A B E,415,AG&BIOSY ENGR DSN I,23,0,0
2016,Spring,CALS,A B E,415,AG&BIOSY ENGR DSN I,20,0,0
2017,Fall,CALS,A B E,415,AG&BIOSY ENGR DSN I,41,0,0
2017,Spring,CALS,A B E,415,AG&BIOSY ENGR DSN I,21,0,0
2018,Spring,CALS,A B E,415,AG&BIOSY ENGR DSN I,25,0,0
2014,Fall,CALS,A B E,416,AG&BIOSY ENG DSN II,9,0,0
2015,Fall,CALS,A B E,416,AG&BIOSY ENG DSN II,17,0,0
2015,Spring,CALS,A B E,416,AG&BIOSY ENG DSN II,30,0,0
2016,Fall,CALS,A B E,416,AG&BIOSY ENG DSN II,17,0,0
2016,Spring,CALS,A B E,416,AG&BIOSY ENG DSN II,35,0,0
2017,Fall,CALS,A B E,416,AG&BIOSY ENG DSN II,20,0,0
2017,Spring,CALS,A B E,416,AG&BIOSY ENG DSN II,22,0,0
2018,Spring,CALS,A B E,416,AG&BIOSY ENG DSN II,40,0,0
2015,Fall,CALS,A B E,418,FUND ENGINRG REVIEW,16,3,19
2016,Fall,CALS,A B E,418,FUND ENGINRG REVIEW,26,2,8
2016,Spring,CALS,A B E,418,FUND ENGINRG REVIEW,34,2,6
2017,Fall,CALS,A B E,418,FUND ENGINRG REVIEW,27,3,11
2017,Spring,CALS,A B E,418,FUND ENGINRG REVIEW,26,2,8
2018,Spring,CALS,A B E,418,FUND ENGINRG REVIEW,46,1,2
2014,Fall,CALS,A B E,418X,FUND OF ENGINR REVW,7,1,14
2015,Spring,CALS,A B E,418X,FUND OF ENGINR REVW,20,0,0
2015,Spring,CALS,A B E,424A,AIR POLLUT AIR QUAL,5,0,0
2016,Spring,CALS,A B E,424A,AIR POLLUT AIR QUAL,6,1,17
2015,Spring,CALS,A B E,424B,AIR POLLUT &CLIMATE,5,1,20
2015,Spring,CALS,A B E,424D,AIR POLLUT TREATMNT,1,1,100
2016,Spring,CALS,A B E,424D,AIR POLLUT TREATMNT,5,0,0
2015,Spring,CALS,A B E,424E,AIR POLLUT AG SOURC,4,0,0
2014,Fall,CALS,A B E,431,SOIL&WTR CONSRVSYS,9,2,22
2015,Fall,CALS,A B E,431,SOIL&WTR CONSRV SYS,16,1,6
2016,Fall,CALS,A B E,431,SOIL&WTR CONSRV SYS,7,0,0
2017,Fall,CALS,A B E,431,SOIL&WTR CONSRV SYS,19,1,5
2015,Spring,CALS,A B E,432,NONPT SOURC POLLU&C,1,1,100
2017,Spring,CALS,A B E,432,NONPT SOURC POLLU&C,3,0,0
2016,Spring,CALS,A B E,436,SOIL&WTR MONITR SYS,12,2,17
2018,Spring,CALS,A B E,436,SOIL&WTR MONITR SYS,12,2,17
2017,Fall,CALS,A B E,437,WATERSHD MODL&POLCY,1,0,0
2014,Fall,CALS,A B E,451,FOOD&BIOPROCES ENGR,8,0,0
2015,Fall,CALS,A B E,451,FOOD&BIOPROCES ENGR,9,0,0
2017,Spring,CALS,A B E,451,FOOD&BIOPROCES ENGR,5,0,0
2018,Spring,CALS,A B E,451,FOOD&BIOPROCES ENGR,11,0,0
2015,Spring,CALS,A B E,466,MULTIDISC ENGR DSGN,1,1,100
2015,Spring,CALS,A B E,469,GRAIN PROCESS&HANDL,21,1,5
2016,Spring,CALS,A B E,469,GRAIN PROCESS&HANDL,26,0,0
2017,Spring,CALS,A B E,469,GRAIN PROCESS&HANDL,23,0,0
2018,Spring,CALS,A B E,469,GRAIN PROCESS&HANDL,42,0,0
2016,Spring,CALS,A B E,472,ENVIR MODIF SY ANIM,19,1,5
2018,Spring,CALS,A B E,472,ENVIR MODIF SY ANIM,27,2,7
2016,Fall,CALS,A B E,475,DSIGN ANIM PROD SYS,1,0,0
2016,Spring,CALS,A B E,475,DSIGN ANIM PROD SYS,2,0,0
2017,Fall,CALS,A B E,475,DSIGN ANIM PROD SYS,3,1,33
2017,Spring,CALS,A B E,475,DSIGN ANIM PROD SYS,2,0,0
2018,Spring,CALS,A B E,475,DSIGN ANIM PROD SYS,4,0,0
2014,Fall,CALS,A B E,475X,DSGN AN PROD SY ENG,1,0,0
2015,Spring,CALS,A B E,478,WOOD-FRM STRUC DSGN,31,2,6
2017,Spring,CALS,A B E,478,WOOD-FRM STRUC DSGN,29,0,0
2014,Fall,CALS,A B E,480,ENGR ANALY BIOL SYS,13,0,0
2015,Fall,CALS,A B E,480,ENGR ANALY BIOL SYS,14,0,0
2016,Fall,CALS,A B E,480,ENGR ANALY BIOL SYS,22,0,0
2017,Fall,CALS,A B E,480,ENGR ANALY BIOL SYS,14,0,0
2016,Fall,CALS,A B E,490B,IND ST:BIORNW RSRCE,1,0,0
2017,Spring,CALS,A B E,490B,IND ST:BIORNW RSRCE,2,1,50
2018,Spring,CALS,A B E,490B,IND ST:BIORNW RSRCE,1,0,0
2016,Fall,CALS,A B E,490E,IND ST:ENVIR BIOPRC,1,0,0
2018,Summer,CALS,A B E,490E,IND ST:ENVIR BIOPRC,1,0,0
2018,Spring,CALS,A B E,490E,IND ST:ENVIR BIOPRC,1,0,0
2017,Fall,CALS,A B E,490F,IND STU:FOOD ENGINR,1,0,0
2018,Spring,CALS,A B E,490F,IND STU:FOOD ENGINR,1,0,0
2017,Fall,CALS,A B E,490G,INDEPENDENT STUDY,1,0,0
2014,Fall,CALS,A B E,490H,INDEP STUDY HONORS,1,0,0
2015,Fall,CALS,A B E,490H,INDEP STUDY HONORS,1,0,0
2016,Fall,CALS,A B E,490H,INDEP STUDY HONORS,1,0,0
2016,Spring,CALS,A B E,490H,INDEP STUDY HONORS,2,0,0
2017,Spring,CALS,A B E,490H,INDEP STUDY HONORS,1,0,0
2018,Spring,CALS,A B E,490H,INDEP STUDY HONORS,2,0,0
2016,Fall,CALS,A B E,490L,IND STU LAND&WATR E,1,0,0
2017,Summer,CALS,A B E,490L,IND STU LAND&WATR E,1,0,0
2017,Spring,CALS,A B E,490L,IND STU LAND&WATR E,2,0,0
2017,Spring,CALS,A B E,490M,IND STU ADV MACH SY,1,0,0
2018,Spring,CALS,A B E,490M,IND STU ADV MACH SY,1,0,0
2014,Fall,CALS,A B E,490P,IND STDY POWER ENGR,1,0,0
2015,Spring,CALS,A B E,490P,IND STDY POWER ENGR,1,0,0
2015,Spring,CALS,A B E,490Q,IND STDY STRUCTURES,1,0,0
2015,Spring,CALS,A B E,490R,IND STDY PROC ENGRG,2,0,0
2015,Spring,CALS,A B E,490S,IND STU ENVIR&N RES,1,0,0
2018,Spring,CALS,A B E,495,PRE STU ABROAD&POST,2,0,0
2017,Summer,CALS,A B E,496,STUDY ABROAD,7,0,0
2018,Summer,CALS,A B E,496,STUDY ABROAD,6,0,0
2015,Summer,CALS,A B E,496D,A E TRAVEL&PRE&POST,3,0,0
2004,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,32,1,3
2005,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,46,0,0
2006,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,38,1,3
2007,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,49,2,4
2008,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,52,0,0
2009,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,59,2,3
2010,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,63,2,3
2011,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,34,2,6
2012,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,62,2,3
2013,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,76,4,5
2014,Spring,CALS,A E,110,EXPERNC AG&BIO ENGR,54,2,4
2004,Spring,CALS,A E,160X,ENGR PROBS&CPTR LAB,18,0,0
2014,Spring,CALS,A E,160X,PROBL SOLV&CPR PROG,34,6,18
2011,Fall,CALS,A E,170,ENG GRPHC&INTRO DSN,54,3,6
2012,Fall,CALS,A E,170,ENG GRPHC&INTRO DSN,53,1,2
2012,Spring,CALS,A E,170,ENG GRPHC&INTRO DSN,16,2,13
2013,Fall,CALS,A E,170,ENG GRPHC&INTRO DSN,59,9,15
2013,Spring,CALS,A E,170,ENG GRPHC&INTRO DSN,21,0,0
2014,Spring,CALS,A E,170,ENG GRPHC&INTRO DSN,11,1,9
2010,Fall,CALS,A E,170X,ENG GRPHC&INTRO DSN,49,2,4
2011,Spring,CALS,A E,170X,ENG GRPHC&INTRO DSN,12,0,0
2006,Spring,CALS,A E,201,SOPH SEMINR AG ENGR,31,1,3
2007,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,39,5,13
2008,Fall,CALS,A E,201,ENTREPRN&INTERN SEM,27,0,0
2008,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,35,4,11
2009,Fall,CALS,A E,201,ENTREPRN&INTERN SEM,21,0,0
2009,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,15,1,7
2010,Fall,CALS,A E,201,ENTREPRN&INTERN SEM,15,1,7
2010,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,24,2,8
2011,Fall,CALS,A E,201,SMNR:PREP FOR WRKPL,17,1,6
2011,Spring,CALS,A E,201,ENTREPRN&INTERN SEM,17,1,6
2012,Fall,CALS,A E,201,SMNR:PREP FOR WRKPL,22,0,0
2012,Spring,CALS,A E,201,SMNR:PREP FOR WRKPL,8,0,0
2013,Fall,CALS,A E,201,SMNR:PREP FOR WRKPL,5,0,0
2013,Spring,CALS,A E,201,SMNR:PREP FOR WRKPL,21,1,5
2014,Spring,CALS,A E,201,SMNR:PREP FOR WRKPL,35,2,6
2003,Fall,CALS,A E,203,CMPTR APPL&MODELING,46,6,13
2004,Summer,CALS,A E,203,CMPTR APPL&MODELING,16,0,0
2004,Fall,CALS,A E,203,CMPTR APPL&MODELING,30,0,0
2005,Fall,CALS,A E,203,CMPTR APPL&MODELING,44,7,16
2006,Fall,CALS,A E,203,CMPTR APPL&MODELING,29,5,17
2007,Fall,CALS,A E,203,CMPTR APPL&MODELING,34,1,3
2008,Fall,CALS,A E,203,CMPTR APPL&MODELING,19,4,21
2004,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,29,1,3
2005,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,29,2,7
2006,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,35,3,9
2007,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,40,1,3
2008,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,35,1,3
2009,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,37,8,22
2010,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,49,6,12
2011,Fall,CALS,A E,216,FND AG &BIOSYS ENGR,26,5,19
2011,Spring,CALS,A E,216,FND AG &BIOSYS ENGR,25,2,8
2012,Fall,CALS,A E,216,FND AG &BIOSYS ENGR,48,7,15
2013,Fall,CALS,A E,216,FND AG &BIOSYS ENGR,60,12,20
2012,Spring,CALS,A E,218,PROJ MGT&DESIGN ABE,17,0,0
2013,Spring,CALS,A E,218,PROJ MGT&DESIGN ABE,39,1,3
2014,Spring,CALS,A E,218,PROJ MGT&DESIGN ABE,46,2,4
2003,Fall,CALS,A E,271,PARAM SLD MODEL ENG,18,1,6
2004,Fall,CALS,A E,271,PARAM SLD MODEL ENG,19,2,11
2004,Spring,CALS,A E,271,PARAM SLD MODEL ENG,14,0,0
2005,Fall,CALS,A E,271,PARAM SLD MODEL ENG,24,3,13
2005,Spring,CALS,A E,271,PARAM SLD MODEL ENG,18,1,6
2006,Fall,CALS,A E,271,PARAM SLD MODEL ENG,34,6,18
2006,Spring,CALS,A E,271,PARAM SLD MODEL ENG,26,1,4
2007,Fall,CALS,A E,271,PARAM SLD MODEL ENG,32,0,0
2007,Spring,CALS,A E,271,PARAM SLD MODEL ENG,30,1,3
2008,Fall,CALS,A E,271,PARAM SLD MODEL ENG,24,1,4
2008,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,0,0
2009,Fall,CALS,A E,271,PARAM SLD MODEL ENG,26,0,0
2009,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,1,4
2010,Fall,CALS,A E,271,PARAM SLD MODEL ENG,26,0,0
2010,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,1,4
2011,Fall,CALS,A E,271,PARAM SLD MODEL ENG,21,1,5
2011,Spring,CALS,A E,271,PARAM SLD MODEL ENG,18,0,0
2012,Fall,CALS,A E,271,PARAM SLD MODEL ENG,11,1,9
2012,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,0,0
2013,Fall,CALS,A E,271,PARAM SLD MODEL ENG,17,0,0
2013,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,0,0
2014,Spring,CALS,A E,271,PARAM SLD MODEL ENG,27,0,0
2003,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,30,1,3
2004,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,31,1,3
2004,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,29,4,14
2005,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,3,11
2005,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,28,4,14
2006,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,33,4,12
2006,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,30,6,20
2007,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,31,1,3
2007,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,7,26
2008,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,21,4,19
2008,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,6,22
2009,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,25,4,16
2009,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,5,19
2010,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,25,3,12
2010,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,25,6,24
2011,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,20,4,20
2011,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,21,2,10
2012,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,12,2,17
2012,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,28,4,14
2013,Fall,CALS,A E,272,PRO/ENG MOD&ASSEMBL,18,3,17
2013,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,26,1,4
2014,Spring,CALS,A E,272,PRO/ENG MOD&ASSEMBL,27,1,4
2014,Spring,CALS,A E,273X,CAD FACILT&LAND USE,9,2,22
2006,Spring,CALS,A E,301,JR SEMINAR AG ENGR,4,0,0
2007,Spring,CALS,A E,301,JR SEMINAR AG ENGR,22,0,0
2008,Fall,CALS,A E,301,LEADRSHP& ETHCS SEM,12,0,0
2008,Spring,CALS,A E,301,LEADRSHP& ETHCS SEM,30,0,0
2009,Fall,CALS,A E,301,LEADRSHP& ETHCS SEM,8,0,0
2009,Spring,CALS,A E,301,LEADRSHP& ETHCS SEM,28,1,4
2010,Spring,CALS,A E,301,LEADRSHP& ETHCS SEM,16,0,0
2009,Fall,CALS,A E,316,APPLD NUMRCL METHDS,26,2,8
2010,Fall,CALS,A E,316,APPLD NUMRCL METHDS,41,6,15
2011,Fall,CALS,A E,316,APPLD NUMRCL METHDS,23,1,4
2012,Fall,CALS,A E,316,APPLD NUMRCL METHDS,29,2,7
2013,Fall,CALS,A E,316,APPLD NUMRCL METHDS,30,4,13
2009,Fall,CALS,A E,325,BIORENEWABLE SYSTMS,15,0,0
2010,Fall,CALS,A E,325,BIORENEWABLE SYSTMS,8,0,0
2011,Fall,CALS,A E,325,BIORENEWABLE SYSTMS,14,0,0
2012,Fall,CALS,A E,325,BIORENEWABLE SYSTMS,3,0,0
2013,Fall,CALS,A E,325,BIORENEWABLE SYSTMS,14,1,7
2008,Fall,CALS,A E,326X,BIORENEWABLE SYSTMS,2,0,0
2004,Fall,CALS,A E,340,ANALY&DS FIELD MACH,23,1,4
2005,Fall,CALS,A E,340,ANALY&DS FIELD MACH,31,1,3
2006,Fall,CALS,A E,340,ANALY&DS FIELD MACH,27,0,0
2007,Fall,CALS,A E,340,ANALY&DS FIELD MACH,21,0,0
2008,Fall,CALS,A E,340,ANALY&DS FIELD MACH,30,1,3
2009,Fall,CALS,A E,340,ANALY&DS FIELD MACH,21,1,5
2010,Fall,CALS,A E,340,ANALY&DS FIELD MACH,40,1,3
2011,Fall,CALS,A E,340,ANALY&DS FIELD MACH,24,1,4
2012,Fall,CALS,A E,340,ANALY&DS FIELD MACH,19,1,5
2013,Fall,CALS,A E,340,ANALY&DS FIELD MACH,23,1,4
2004,Spring,CALS,A E,342,AGRI TRACTOR POWER,37,0,0
2005,Spring,CALS,A E,342,AGRI TRACTOR POWER,37,1,3
2006,Spring,CALS,A E,342,AGRI TRACTOR POWER,43,0,0
2007,Spring,CALS,A E,342,AGRI TRACTOR POWER,33,1,3
2008,Spring,CALS,A E,342,AGRI TRACTOR POWER,30,0,0
2009,Spring,CALS,A E,342,AGRI TRACTOR POWER,43,0,0
2010,Spring,CALS,A E,342,AGRI TRACTOR POWER,38,0,0
2011,Spring,CALS,A E,342,AGRI TRACTOR POWER,37,1,3
2012,Spring,CALS,A E,342,AGRI TRACTOR POWER,37,0,0
2013,Spring,CALS,A E,342,AGRI TRACTOR POWER,33,0,0
2014,Spring,CALS,A E,342,AGRI TRACTOR POWER,41,0,0
2003,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,33,1,3
2004,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,34,1,3
2005,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,28,1,4
2006,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,34,0,0
2007,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,35,0,0
2008,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,35,2,6
2009,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,26,0,0
2010,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,47,3,6
2011,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,28,0,0
2012,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,38,2,5
2013,Fall,CALS,A E,363,ELEC POWR&ELECTRONC,41,2,5
2007,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,5,0,0
2008,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,3,0,0
2009,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,3,0,0
2010,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,8,0,0
2011,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,3,0,0
2012,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,5,0,0
2013,Fall,CALS,A E,388,SUSTNBL E&INT'L DEV,15,0,0
2005,Fall,CALS,A E,388X,SUSTNBL E&INT'L DEV,2,0,0
2006,Fall,CALS,A E,388X,SUSTNBL E&INT'L DEV,3,0,0
2003,Fall,CALS,A E,401,SENIOR SEMINAR,22,0,0
2004,Fall,CALS,A E,401,SENIOR SEMINAR,29,0,0
2005,Fall,CALS,A E,401,SENIOR SEMINAR,27,0,0
2006,Fall,CALS,A E,401,SENIOR SEMINAR,22,0,0
